,Rainbow,No Double,No Dueling,No PER,No Noisy,No Distributional,No N-steps,DQN,Double,Dueling,PER, Noisy,Distributional,N-steps
1090,0.363967242948135,0.357597816196542,0.32393084622384,0.375796178343949,0.317561419472247,0.32484076433121,0.24385805277525,0.175614194722475,0.172884440400364,0.300272975432211,0.184713375796178,0.35031847133758,0.05459508644222,0.214740673339399
1099,0.363718411552347,0.355595667870036,0.327617328519856,0.376353790613718,0.314079422382671,0.323104693140794,0.242779783393502,0.179602888086643,0.17057761732852,0.304151624548736,0.180505415162455,0.342057761732852,0.055956678700361,0.213898916967509
1108,0.360787824529991,0.357206803939123,0.327663384064458,0.381378692927484,0.309758281110116,0.328558639212175,0.244404655326768,0.18531781557744,0.170993733213966,0.307072515666965,0.182632050134288,0.339301700984781,0.058191584601612,0.217547000895255
1117,0.365896980461812,0.356127886323268,0.325932504440497,0.384547069271758,0.30639431616341,0.330373001776199,0.246891651865009,0.186500888099467,0.168738898756661,0.309946714031972,0.182948490230906,0.340142095914742,0.061278863232682,0.217584369449378
1126,0.369162995594714,0.357709251101322,0.326872246696035,0.383259911894273,0.300440528634361,0.334801762114537,0.244052863436123,0.187665198237885,0.165638766519824,0.312775330396476,0.183259911894273,0.336563876651982,0.059911894273128,0.215859030837004
1135,0.373251748251748,0.354895104895105,0.329545454545454,0.380244755244755,0.293706293706294,0.338286713286713,0.245629370629371,0.189685314685315,0.16958041958042,0.310314685314685,0.179195804195804,0.340034965034965,0.062937062937063,0.215909090909091
1144,0.374674761491761,0.353859496964441,0.32263660017346,0.378143972246314,0.290546400693842,0.339982653946227,0.246313963573287,0.191673894189072,0.168256721595837,0.310494362532524,0.180398959236774,0.339982653946227,0.065915004336514,0.219427580225499
1153,0.376075731497418,0.351118760757315,0.327022375215146,0.381239242685026,0.28657487091222,0.342512908777969,0.246127366609294,0.190189328743546,0.166953528399312,0.306368330464716,0.182444061962134,0.338209982788296,0.065404475043029,0.220309810671256
1162,0.376601195559351,0.35269000853971,0.327924850555081,0.384286934244236,0.28864218616567,0.344150298889838,0.245089666951324,0.192143467122118,0.171648163962425,0.303159692570453,0.181895815542272,0.33731853116994,0.067463706233988,0.218616567036721
1171,0.38135593220339,0.353389830508475,0.329661016949153,0.385593220338983,0.284745762711864,0.344067796610169,0.244915254237288,0.188983050847458,0.171186440677966,0.301694915254237,0.184745762711864,0.342372881355932,0.069491525423729,0.217796610169492
1180,0.382674516400336,0.352396972245584,0.330529857022708,0.387720773759462,0.280908326324643,0.345668629100084,0.24726661059714,0.189234650967199,0.175777964676198,0.297729184188394,0.182506307821699,0.342304457527334,0.066442388561817,0.219512195121951
1189,0.38313856427379,0.352253756260434,0.328881469115192,0.386477462437396,0.278797996661102,0.34974958263773,0.246243739565943,0.186978297161937,0.17195325542571,0.298831385642738,0.183639398998331,0.33889816360601,0.059265442404007,0.2220367278798
1198,0.386081193040597,0.350455675227838,0.328914664457332,0.388566694283347,0.282518641259321,0.351284175642088,0.246064623032311,0.186412593206297,0.173156586578293,0.300745650372825,0.184755592377796,0.336371168185584,0.060480530240265,0.223695111847556
1207,0.386513157894737,0.348684210526316,0.327302631578947,0.393092105263158,0.282894736842105,0.352796052631579,0.249177631578947,0.189144736842105,0.171875,0.300986842105263,0.185855263157895,0.338815789473684,0.057565789473684,0.227796052631579
1216,0.391020408163265,0.348571428571429,0.32734693877551,0.397551020408163,0.284081632653061,0.357551020408163,0.248163265306122,0.188571428571429,0.170612244897959,0.299591836734694,0.184489795918367,0.340408163265306,0.057142857142857,0.230204081632653
1225,0.390599675850891,0.346029173419773,0.329011345218801,0.401134521880065,0.286871961102107,0.360615883306321,0.241491085899514,0.186385737439222,0.170988654781199,0.30064829821718,0.186385737439222,0.338735818476499,0.056726094003242,0.23257698541329
1234,0.391794046661303,0.349155269509252,0.329042638777152,0.403861625100563,0.29042638777152,0.362027353177796,0.237329042638777,0.189863234111022,0.17135961383749,0.30249396621078,0.189058728881738,0.341914722445696,0.054706355591311,0.232502011263073
1243,0.393769968051118,0.349041533546326,0.333865814696486,0.406549520766773,0.293130990415335,0.365015974440895,0.23961661341853,0.194888178913738,0.175718849840256,0.30111821086262,0.186900958466454,0.345047923322684,0.059105431309904,0.23482428115016
1252,0.393338620142744,0.350515463917526,0.334655035685963,0.40761300555115,0.293417922283902,0.364789849325932,0.237113402061856,0.195083267248216,0.175257731958763,0.298969072164948,0.190325138778747,0.343378271213323,0.061062648691515,0.233941316415543
1261,0.394488188976378,0.353543307086614,0.335433070866142,0.408661417322835,0.294488188976378,0.367716535433071,0.236220472440945,0.195275590551181,0.179527559055118,0.302362204724409,0.186614173228346,0.344094488188976,0.063779527559055,0.234645669291339
1270,0.394057857701329,0.348709929632525,0.335418295543393,0.412040656763096,0.293197810789679,0.366692728694292,0.239249413604378,0.197028928850665,0.180609851446443,0.301016419077404,0.189992181391712,0.345582486317435,0.064112587959343,0.232994526974199
1279,0.395962732919255,0.346273291925466,0.333074534161491,0.410714285714286,0.288819875776397,0.362577639751553,0.236024844720497,0.197204968944099,0.182453416149068,0.304347826086957,0.187111801242236,0.343167701863354,0.065993788819876,0.234472049689441
1288,0.398612181958366,0.346183500385505,0.33461835003855,0.411719352351581,0.290670778720123,0.361603700848111,0.235158057054742,0.196607555898227,0.182729375481881,0.303777949113338,0.185042405551272,0.340015420200463,0.063993831919815,0.234387047031611
1297,0.398162327718224,0.349157733537519,0.334609494640122,0.411944869831547,0.291730474732006,0.360643185298622,0.237366003062787,0.199081163859112,0.187595712098009,0.300918836140888,0.186064318529862,0.337672281776417,0.062787136294028,0.230474732006126
1306,0.402281368821293,0.349049429657795,0.335361216730038,0.408365019011407,0.295057034220532,0.362737642585551,0.233460076045627,0.201520912547528,0.1893536121673,0.299619771863118,0.184790874524715,0.336121673003802,0.060836501901141,0.228136882129278
1315,0.404078549848943,0.349697885196375,0.339123867069486,0.411631419939577,0.293051359516616,0.36404833836858,0.234138972809668,0.202416918429003,0.192598187311178,0.301359516616314,0.185800604229607,0.335347432024169,0.064199395770393,0.22809667673716
1324,0.405851462865716,0.348837209302326,0.341335333833458,0.413353338334584,0.289572393098275,0.36384096024006,0.23330832708177,0.205551387846962,0.193548387096774,0.301575393848462,0.186796699174794,0.335333833458365,0.067516879219805,0.230307576894224
1333,0.40983606557377,0.347242921013413,0.342771982116244,0.414307004470939,0.286885245901639,0.364381520119225,0.236214605067064,0.206408345752608,0.195230998509687,0.304769001490313,0.187779433681073,0.33532041728763,0.068554396423249,0.233233979135618
1342,0.413027387120651,0.345669874167283,0.342709104367135,0.416728349370836,0.286454478164323,0.36639526276832,0.238341968911917,0.205773501110289,0.196150999259808,0.303478904515174,0.187268689859363,0.333086602516654,0.069578090303479,0.233160621761658
1351,0.4125,0.345588235294118,0.344852941176471,0.417647058823529,0.286029411764706,0.366911764705882,0.234558823529412,0.205882352941176,0.197058823529412,0.303676470588235,0.1875,0.336029411764706,0.066911764705882,0.2375
1360,0.412710007304602,0.347699050401753,0.346968590211833,0.418553688823959,0.284879474068663,0.369612856099343,0.227903579254931,0.20745069393718,0.197954711468225,0.302410518626735,0.18772826880935,0.335281227173119,0.064280496712929,0.235938641344047
1369,0.413642960812772,0.349056603773585,0.346879535558781,0.420174165457184,0.284470246734398,0.37155297532656,0.225689404934688,0.209724238026125,0.200290275761974,0.304063860667634,0.183599419448476,0.336719883889695,0.067489114658926,0.235123367198839
1378,0.416726748377794,0.349675558759913,0.348954578226388,0.421052631578947,0.288392213410238,0.374188896899784,0.222782984859409,0.210526315789474,0.200432588320115,0.304253785147801,0.18168709444845,0.335976928622927,0.064888248017304,0.233597692862293
1387,0.414756446991404,0.353151862464183,0.351719197707736,0.422636103151863,0.286532951289398,0.375358166189112,0.222779369627507,0.211318051575931,0.199856733524355,0.305157593123209,0.180515759312321,0.334527220630372,0.068767908309456,0.23352435530086
1396,0.415658362989324,0.356583629893238,0.350889679715302,0.420640569395018,0.285409252669039,0.375800711743772,0.220640569395018,0.212099644128114,0.200711743772242,0.306049822064057,0.180782918149466,0.332384341637011,0.072597864768683,0.234163701067616
1405,0.416548797736917,0.355021216407355,0.353606789250354,0.422913719943423,0.285007072135785,0.37977369165488,0.21994342291372,0.211456859971711,0.199434229137199,0.306930693069307,0.177510608203678,0.32956152758133,0.071428571428572,0.233380480905233
1414,0.416022487702038,0.354884047786367,0.352073085031623,0.426563598032326,0.283907238229093,0.382290934645116,0.215741391426564,0.210822206605762,0.202389318341532,0.307097680955727,0.179901616303584,0.330990864371047,0.070274068868588,0.236120871398454
1423,0.418994413407821,0.357541899441341,0.351256983240223,0.423882681564246,0.285614525139665,0.384078212290503,0.214385474860335,0.212290502793296,0.20391061452514,0.308659217877095,0.180865921787709,0.32891061452514,0.073324022346369,0.236033519553073
1432,0.420541290770298,0.358778625954199,0.349063150589868,0.42470506592644,0.287994448299792,0.385843164469119,0.213740458015267,0.211658570437196,0.206800832755031,0.312977099236641,0.178348369188064,0.328938237335184,0.072172102706454,0.236641221374046
1441,0.42,0.358620689655172,0.346896551724138,0.426896551724138,0.288275862068965,0.386206896551724,0.211034482758621,0.213793103448276,0.210344827586207,0.315862068965517,0.180689655172414,0.327586206896552,0.073103448275862,0.236551724137931
1450,0.421521590130226,0.359835503769705,0.347498286497601,0.426319396847156,0.289239204934887,0.389993145990404,0.212474297464016,0.215901302261823,0.211103495544894,0.315969842357779,0.178889650445511,0.3262508567512,0.069225496915696,0.238519533927347
1459,0.420980926430518,0.361035422343324,0.348773841961853,0.426430517711172,0.288828337874659,0.392370572207084,0.210490463215259,0.217302452316076,0.210490463215259,0.315395095367847,0.177792915531335,0.326975476839237,0.070844686648501,0.237738419618529
1468,0.423832092078538,0.360866621530129,0.348679756262695,0.429925524712255,0.288422477995938,0.39268788083954,0.211916046039269,0.220040622884225,0.213270142180095,0.31821259309411,0.175355450236967,0.32498307379824,0.070412999322952,0.241706161137441
1477,0.421938088829071,0.35935397039031,0.349259757738896,0.43135935397039,0.289367429340511,0.396366083445491,0.209959623149394,0.220053835800808,0.217362045760431,0.318977119784657,0.17563930013459,0.325706594885599,0.071332436069987,0.243606998654105
1486,0.422742474916388,0.360535117056856,0.351170568561873,0.433444816053512,0.288963210702341,0.398662207357859,0.210033444816054,0.220735785953177,0.219397993311037,0.317056856187291,0.175250836120401,0.322408026755853,0.071571906354515,0.244147157190635
1495,0.422872340425532,0.362367021276596,0.351728723404255,0.435505319148936,0.289893617021277,0.398936170212766,0.211436170212766,0.220744680851064,0.220744680851064,0.315159574468085,0.170877659574468,0.323803191489362,0.071808510638298,0.244015957446808
1504,0.424322538003966,0.360211500330469,0.354923992068738,0.437541308658295,0.289491077329808,0.39920687376074,0.209517514871117,0.222736285525446,0.22009253139458,0.313945803040317,0.173165895571712,0.325181758096497,0.072042300066094,0.245869134170522
1513,0.423784494086728,0.361366622864652,0.35611038107753,0.437582128777924,0.291721419185283,0.395532194480946,0.208278580814717,0.222076215505913,0.220762155059133,0.314717477003942,0.173455978975033,0.327201051248357,0.072930354796321,0.248357424441524
1522,0.426518615284128,0.363161332462443,0.35532331809275,0.436969301110385,0.292619203135206,0.396472893533638,0.206401045068583,0.223383409536251,0.218158066623122,0.317439581972567,0.173742651861528,0.322664924885696,0.075767472240366,0.249510124101894
1531,0.427272727272727,0.365584415584416,0.356493506493506,0.438311688311688,0.293506493506493,0.396753246753247,0.205194805194805,0.225324675324675,0.219480519480519,0.315584415584416,0.174675324675325,0.322727272727273,0.074675324675325,0.251298701298701
1540,0.429309231762427,0.365397030342156,0.357650096836669,0.438347320852163,0.293737895416398,0.396384764364106,0.204002582311168,0.225306649451259,0.218850871530019,0.31697869593286,0.174306003873467,0.320852162685604,0.077469335054874,0.249838605551969
1549,0.430680359435173,0.365853658536585,0.356225930680359,0.437740693196406,0.295250320924262,0.398587933247754,0.202182284980744,0.222079589216945,0.222721437740693,0.318998716302952,0.176508344030809,0.320924261874198,0.08023106546855,0.251604621309371
1558,0.432673899170389,0.367581365666879,0.354818123803446,0.438417358008934,0.296107211231653,0.400765794511806,0.199744735162731,0.223994894703255,0.220804084237396,0.318442884492661,0.174218251435865,0.322910019144863,0.084875558391832,0.252074026802808
1567,0.435913705583756,0.368654822335025,0.354060913705584,0.438451776649746,0.296319796954315,0.401649746192893,0.197969543147208,0.221446700507614,0.220812182741117,0.319162436548223,0.174492385786802,0.324238578680203,0.08502538071066,0.251903553299492
1576,0.437854889589905,0.369085173501577,0.352681388012618,0.437223974763407,0.299053627760252,0.400630914826498,0.194952681388013,0.218296529968454,0.222082018927445,0.317350157728707,0.172870662460568,0.326182965299685,0.088328075709779,0.252996845425868
1585,0.439146800501882,0.370765370138018,0.352572145545797,0.440401505646173,0.299874529485571,0.401505646173149,0.192597239648683,0.218946047678795,0.225219573400251,0.317440401505646,0.168757841907152,0.323713927227102,0.087829360100376,0.255959849435383
1594,0.438552713661884,0.373674360573924,0.349968808484092,0.442295695570805,0.299438552713662,0.40361821584529,0.193387398627573,0.218340611353712,0.223331253898939,0.320024953212726,0.166562694946974,0.325015595757954,0.088583905177792,0.252651278852152
1603,0.441066997518611,0.373449131513648,0.348014888337469,0.442307692307692,0.302109181141439,0.405086848635236,0.192307692307692,0.216501240694789,0.225806451612903,0.317617866004963,0.167493796526055,0.324441687344913,0.088089330024814,0.251861042183623
1612,0.444170265268353,0.373843306600864,0.34793337446021,0.442936458975941,0.30104873534855,0.40407156076496,0.193090684762492,0.215916101172116,0.225786551511413,0.318938926588526,0.164713140037014,0.32449105490438,0.087600246761259,0.254164096236891
1621,0.44478527607362,0.376073619631902,0.347239263803681,0.445398773006135,0.301226993865031,0.406134969325153,0.196932515337423,0.215950920245399,0.229447852760736,0.31840490797546,0.16319018404908,0.323926380368098,0.085889570552147,0.25521472392638
1630,0.446003660768762,0.374008541793777,0.345942647956071,0.447834045149481,0.303843807199512,0.408175716900549,0.194020744356315,0.217205613178768,0.229408175716901,0.316046369737645,0.163514338010982,0.323978035387431,0.089688834655278,0.255643685173886
1639,0.446601941747573,0.375,0.345266990291262,0.447208737864078,0.304004854368932,0.410800970873786,0.189927184466019,0.218446601941748,0.231796116504854,0.316140776699029,0.165655339805825,0.322208737864078,0.091626213592233,0.256674757281553
1648,0.446590223295112,0.378394689197345,0.345202172601086,0.449004224502112,0.306578153289077,0.414001207000603,0.190102595051298,0.217863608931804,0.232347616173808,0.315630657815329,0.165359082679541,0.32106216053108,0.094146047073024,0.254677127338564
1657,0.445378151260504,0.376950780312125,0.347539015606242,0.451980792316927,0.310324129651861,0.415966386554622,0.192677070828331,0.216686674669868,0.233493397358944,0.319327731092437,0.164465786314526,0.320528211284514,0.093037214885954,0.255102040816327
1666,0.448358208955224,0.379701492537314,0.349850746268657,0.452537313432836,0.311641791044776,0.414925373134328,0.19044776119403,0.217910447761194,0.235223880597015,0.319402985074627,0.164179104477612,0.322388059701493,0.095522388059702,0.254328358208955
1675,0.450712589073634,0.380641330166271,0.350950118764846,0.45249406175772,0.314726840855107,0.415676959619953,0.193586698337292,0.216745843230404,0.235748218527316,0.319477434679335,0.163895486935867,0.324228028503563,0.094418052256532,0.255938242280285
1684,0.453632604843473,0.380389840519787,0.351447135262847,0.455404607206143,0.316597755463674,0.41523922031896,0.191966922622563,0.216774955699941,0.235676314235086,0.31955109273479,0.161842882457177,0.324276432368576,0.094506792675724,0.255759007678677
1693,0.456521739130435,0.378965922444183,0.353701527614571,0.457696827262045,0.319623971797885,0.415981198589894,0.192126909518214,0.218566392479436,0.235605170387779,0.317273795534665,0.160987074030552,0.323149236192714,0.094594594594595,0.256169212690952
1702,0.457042665108124,0.378141437755698,0.353594389246055,0.458211572180012,0.321449444769141,0.416715371127995,0.19520748100526,0.219754529514904,0.236703682057276,0.315020455873758,0.158386908240795,0.322033898305085,0.095850379894798,0.258912916423144
1711,0.458720930232558,0.376744186046512,0.354651162790698,0.458720930232558,0.321511627906977,0.416279069767442,0.195348837209302,0.218604651162791,0.234883720930233,0.31046511627907,0.156976744186046,0.319767441860465,0.094767441860465,0.255813953488372
1720,0.461538461538462,0.378831694621168,0.353961827646038,0.459224985540775,0.325043377674957,0.415847310584153,0.195488721804511,0.220358588779641,0.23770965876229,0.312897628687102,0.159051474840949,0.318681318681319,0.096009253903991,0.254482359745518
1729,0.463176064441887,0.38204833141542,0.354430379746835,0.459723820483314,0.324510932105869,0.416570771001151,0.198504027617952,0.220943613348677,0.237054085155351,0.312428078250863,0.158803222094361,0.321634062140391,0.097238204833142,0.253739930955121
1738,0.465941614195764,0.383514596451059,0.353749284487693,0.459072696050372,0.324556382369777,0.41728677733257,0.19977103606182,0.223239839725243,0.235832856325129,0.313680595306239,0.158557527189468,0.323411562678878,0.09559244419004,0.25186033199771
1747,0.464692482915717,0.386104783599089,0.355922551252847,0.460706150341686,0.325170842824601,0.418564920273349,0.198177676537585,0.223234624145786,0.2374715261959,0.310364464692483,0.158314350797267,0.325740318906606,0.095671981776765,0.253986332574032
1756,0.465155807365439,0.386402266288952,0.356940509915014,0.462889518413598,0.326912181303116,0.421529745042493,0.198300283286119,0.222662889518414,0.237393767705382,0.310481586402266,0.156373937677054,0.323512747875354,0.095750708215298,0.251558073654391
1765,0.46674182638106,0.387260428410372,0.357948139797069,0.461104847801578,0.329199549041714,0.423337091319053,0.198421645997745,0.220969560315671,0.238444193912063,0.312852311161218,0.157271702367531,0.32412626832018,0.098647125140925,0.249718151071026
1774,0.465507571508693,0.385866517106001,0.356702187324734,0.462703309029725,0.330342120022434,0.426247896803141,0.199663488502524,0.222658440830062,0.241727425687044,0.314638250140213,0.158721256309591,0.324172742568704,0.101514301738643,0.251261918115536
1783,0.467075892857143,0.386160714285714,0.356584821428571,0.464285714285714,0.329799107142857,0.423549107142857,0.199776785714286,0.223214285714286,0.245535714285714,0.316964285714286,0.157924107142857,0.324776785714286,0.103794642857143,0.25
1792,0.467518045530261,0.386451971127152,0.357023875624653,0.46529705719045,0.332037756801777,0.424208772903942,0.197667962243198,0.222654081066074,0.246529705719045,0.319267073847862,0.156024430871738,0.325930038867296,0.10494169905608,0.250971682398667
1801,0.468508287292818,0.389502762430939,0.358011049723757,0.466850828729282,0.335359116022099,0.424309392265193,0.197237569060774,0.220994475138122,0.246408839779006,0.320441988950276,0.158011049723757,0.32817679558011,0.106629834254144,0.253591160220994
1810,0.467839472237493,0.392523364485981,0.360637713029137,0.466739967014843,0.337548103353491,0.424958768554151,0.19736118746564,0.221550302363936,0.250137438152831,0.321605277625069,0.157778999450247,0.327102803738318,0.109950522264981,0.252886201209456
1819,0.469365426695843,0.394420131291028,0.359956236323851,0.468271334792123,0.336433260393873,0.426148796498906,0.200765864332604,0.223194748358862,0.2527352297593,0.321663019693654,0.159737417943107,0.328774617067834,0.112144420131291,0.25492341356674
1828,0.471420794774088,0.394665215024496,0.361458900381056,0.468698965704954,0.337506804572673,0.426782798040283,0.204137180185084,0.221012520413718,0.253130103429505,0.322808927599347,0.157321720195972,0.327708219923789,0.111050626020686,0.255307566684812
1837,0.47237269772481,0.397074756229686,0.361863488624052,0.467497291440953,0.338028169014084,0.429035752979415,0.207475622968581,0.222643553629469,0.253521126760563,0.323401950162514,0.158179848320693,0.326110509209101,0.111592632719393,0.25839653304442
1846,0.473854447439353,0.39622641509434,0.361185983827493,0.468463611859838,0.338544474393531,0.430727762803234,0.206469002695418,0.220485175202156,0.250673854447439,0.323450134770889,0.16010781671159,0.325606469002695,0.113207547169811,0.2544474393531
1855,0.474785407725322,0.393776824034335,0.359978540772532,0.468347639484979,0.340128755364807,0.433476394849785,0.206008583690987,0.22156652360515,0.25,0.322424892703863,0.159871244635193,0.325643776824034,0.114270386266094,0.256974248927039
1864,0.474105712760278,0.393486385477843,0.359850507207688,0.467164975974373,0.340630005339028,0.434063000533903,0.205018686599039,0.220501868659904,0.251468232781634,0.322477309129738,0.159636946075814,0.324612920448478,0.114255205552589,0.253603844100374
1873,0.476620616365569,0.393730074388948,0.359723698193411,0.466524973432519,0.342720510095643,0.436238044633369,0.204569606801275,0.217853347502657,0.251859723698193,0.322529224229543,0.160998937300744,0.326780021253985,0.117428267800213,0.253985122210414
1882,0.478053939714437,0.39344262295082,0.361184558434691,0.465891062929667,0.34479111581174,0.437863564251719,0.204124801692226,0.218931782125859,0.251718667371761,0.323109465891063,0.161290322580645,0.327868852459016,0.119513484928609,0.254362771020624
1891,0.480526315789474,0.39421052631579,0.36,0.466842105263158,0.344736842105263,0.439473684210526,0.203157894736842,0.219473684210526,0.25,0.325263157894737,0.158421052631579,0.326842105263158,0.12,0.255263157894737
1900,0.482451545311682,0.396542692509167,0.360398114195914,0.466212676794133,0.346254583551598,0.440020953378732,0.204819277108434,0.219486642221058,0.251440544787847,0.325825039287585,0.158721843897328,0.327396542692509,0.123101100052383,0.254583551597695
1909,0.483837330552659,0.396767466110532,0.361313868613139,0.466631908237748,0.346715328467153,0.441605839416058,0.204379562043796,0.216371220020855,0.249739311783107,0.327945776850886,0.161105318039625,0.328988529718457,0.125130344108446,0.25599582898853
1918,0.485210171250649,0.394914374675662,0.358588479501816,0.468085106382979,0.347690710949663,0.442138038401661,0.202906071613908,0.217436429683446,0.250648676699533,0.329008822003114,0.161390762843799,0.325895173845355,0.128178515827711,0.258951738453555
1927,0.487086776859504,0.396177685950413,0.359504132231405,0.46745867768595,0.349173553719008,0.444214876033058,0.200929752066116,0.21900826446281,0.25103305785124,0.329028925619835,0.161157024793388,0.323863636363636,0.129132231404959,0.261363636363636
1936,0.487403598971722,0.396915167095116,0.361439588688946,0.468894601542416,0.351156812339332,0.444215938303342,0.200514138817481,0.218508997429306,0.252956298200514,0.332133676092545,0.161439588688946,0.321850899742931,0.131105398457584,0.260668380462725
1945,0.489252814738997,0.398157625383828,0.363357215967247,0.468270214943705,0.3510747185261,0.444728761514841,0.198055271238485,0.217502558853634,0.2517911975435,0.330092118730809,0.161207778915046,0.321392016376663,0.132036847492323,0.26100307062436
1954,0.491085073866531,0.398879266428935,0.363219561895059,0.469689251146205,0.350993377483444,0.444218033622007,0.196637799286806,0.218033622007132,0.253183902190525,0.329088130412634,0.160468670402445,0.318390219052471,0.131940906775344,0.260825267447784
1963,0.491886409736308,0.401622718052738,0.365618661257606,0.470081135902637,0.350405679513185,0.4447261663286,0.193711967545639,0.217038539553753,0.254056795131846,0.331135902636917,0.162271805273834,0.317951318458418,0.132860040567951,0.261156186612576
1972,0.494194851085311,0.401312468450278,0.363957597173145,0.471479050984351,0.348308934881373,0.445229681978799,0.190812720848057,0.215547703180212,0.254921756688541,0.330136294800606,0.16102978293791,0.316002019182231,0.13326602725896,0.260474507824331
1981,0.493969849246231,0.401507537688442,0.362814070351759,0.47286432160804,0.348241206030151,0.44321608040201,0.18894472361809,0.21608040201005,0.255276381909548,0.327638190954774,0.163316582914573,0.314070351758794,0.135175879396985,0.261809045226131
1990,0.496248124062031,0.40120060030015,0.362681340670335,0.469734867433717,0.350675337668834,0.44472236118059,0.187593796898449,0.217608804402201,0.253626813406703,0.32816408204102,0.161080540270135,0.313156578289145,0.136568284142071,0.261630815407704
1999,0.49800796812749,0.400398406374502,0.36105577689243,0.471115537848606,0.350597609561753,0.444223107569721,0.188247011952191,0.220617529880478,0.25398406374502,0.323207171314741,0.160856573705179,0.311752988047809,0.137450199203187,0.261454183266932
2008,0.499256321269212,0.400594942984631,0.360932077342588,0.471492315319782,0.351512146752603,0.446703024293505,0.187902825979177,0.220624690133862,0.25086762518592,0.322260783341596,0.1631135349529,0.31184928111056,0.138820029747149,0.261279127416956
2017,0.499506416584403,0.399308983218164,0.360809476801579,0.473346495557749,0.352418558736426,0.44817374136229,0.189042448173741,0.220631786771964,0.248766041461007,0.323790720631787,0.162388943731491,0.30898321816387,0.136722606120434,0.260612043435341
2026,0.501228501228501,0.4,0.361179361179361,0.474201474201474,0.352825552825553,0.447174447174447,0.187714987714988,0.219164619164619,0.249140049140049,0.322850122850123,0.16019656019656,0.307616707616708,0.139066339066339,0.258968058968059
2035,0.503424657534247,0.399706457925636,0.361545988258317,0.475048923679061,0.353718199608611,0.447162426614481,0.186399217221135,0.221135029354207,0.247553816046967,0.323874755381605,0.160958904109589,0.306751467710372,0.139432485322896,0.25880626223092
2044,0.504627374573794,0.400876765708719,0.360448124695567,0.47491475888943,0.356551388212372,0.446176327325865,0.186556259132976,0.223088163662932,0.247442766682903,0.325864588407209,0.162201656113005,0.304432537749635,0.138334145153434,0.259132976132489
2053,0.506304558680892,0.401066925315228,0.360814742967992,0.473811833171678,0.357419980601358,0.444713870029098,0.188166828322017,0.223084384093113,0.248787584869059,0.327352085354025,0.16003879728419,0.303103782735209,0.136760426770126,0.257516973811833
2062,0.507967165620473,0.401255432158378,0.362143891839691,0.475132786093675,0.359729599227426,0.443264123611782,0.19169483341381,0.223563495895703,0.248672139063254,0.329309512312892,0.158860453887011,0.301303718010623,0.136648961854177,0.25784645098986
2071,0.508173076923077,0.4,0.3625,0.475961538461538,0.358653846153846,0.443269230769231,0.191346153846154,0.223076923076923,0.25,0.330769230769231,0.159134615384615,0.3,0.138942307692308,0.25625
2080,0.509334609861178,0.400670177118238,0.361895643848731,0.478219243657252,0.357587362374342,0.442795595978937,0.19147917663954,0.223551938726663,0.251316419339397,0.331737673528004,0.155576831019627,0.299186213499282,0.13738630923887,0.258018190521781
2089,0.509056244041945,0.402287893231649,0.362726406101049,0.479027645376549,0.359866539561487,0.443755958055291,0.189227836034318,0.224499523355577,0.252621544327931,0.333174451858913,0.155862726406101,0.299332697807436,0.139180171591992,0.256911344137274
2098,0.508780256288562,0.404366397721879,0.363550071191267,0.479354532510679,0.362126245847176,0.443758898908401,0.186521120075937,0.225913621262458,0.25344091124822,0.335548172757475,0.154722354057902,0.299477930707167,0.141433317513052,0.255813953488372
2107,0.50945179584121,0.404536862003781,0.363894139886578,0.480151228733459,0.362003780718336,0.444706994328922,0.184782608695652,0.228260869565217,0.254725897920605,0.334593572778828,0.155009451795841,0.298676748582231,0.143667296786389,0.256143667296786
2116,0.510588235294118,0.405176470588235,0.363764705882353,0.481411764705882,0.363294117647059,0.447058823529412,0.181647058823529,0.228705882352941,0.256,0.335529411764706,0.156235294117647,0.299294117647059,0.143529411764706,0.256470588235294
2125,0.512652296157451,0.4058106841612,0.365510777881912,0.482661668228679,0.363167760074977,0.447516401124648,0.181818181818182,0.227741330834114,0.255857544517338,0.336925960637301,0.156982193064667,0.302249297094658,0.143861293345829,0.257263355201499
2134,0.512365842277182,0.405506299580028,0.366308912739151,0.481567895473635,0.364442370508633,0.448903406439571,0.179654689687354,0.225851609892674,0.25664955669622,0.336910872608493,0.15585627624825,0.300979934671022,0.140923938404106,0.258516098926738
2143,0.514405204460967,0.407527881040892,0.366171003717472,0.482342007434944,0.365241635687732,0.448420074349442,0.177509293680297,0.225371747211896,0.256970260223048,0.338754646840149,0.156598513011152,0.299256505576208,0.141263940520446,0.261152416356877
2152,0.515502082369274,0.408144377602962,0.366034243405831,0.482646922720963,0.36557149467839,0.450717260527533,0.177695511337344,0.225358630263767,0.254974548819991,0.340583063396576,0.156409069875058,0.298010180472004,0.142063859324387,0.261453031004165
2161,0.515668202764977,0.409216589861751,0.36221198156682,0.48110599078341,0.366359447004608,0.452073732718894,0.176497695852535,0.223963133640553,0.255299539170507,0.341013824884793,0.157603686635945,0.297695852534562,0.144239631336406,0.263594470046083
2170,0.516750803120698,0.409821018815971,0.363928407526388,0.482790270766407,0.367599816429555,0.453418999541074,0.177604405690684,0.22303809086737,0.255621844882974,0.342358880220285,0.157870582836163,0.296466268930702,0.147315282239559,0.26480036714089
